id,year,council_area,age_group,sex,number_assessed,percent_assessed
4169,2008,West Dunbartonshire,All,Male,368,72.58383
4170,2008,West Dunbartonshire,All,Female,139,27.41617
4171,2009,West Dunbartonshire,All,Male,299,69.37355
4172,2009,West Dunbartonshire,All,Female,132,30.62645
4173,2010,West Dunbartonshire,All,Male,303,71.9715
4174,2010,West Dunbartonshire,All,Female,118,28.0285
4175,2011,West Dunbartonshire,All,Male,291,69.95192
4176,2011,West Dunbartonshire,All,Female,125,30.04808
4177,2012,West Dunbartonshire,All,Male,240,71.21662
4178,2012,West Dunbartonshire,All,Female,97,28.78338
4179,2013,West Dunbartonshire,All,Male,252,68.85246
4180,2013,West Dunbartonshire,All,Female,114,31.14754
4181,2014,West Dunbartonshire,All,Male,257,69.27224
4182,2014,West Dunbartonshire,All,Female,114,30.72776
4183,2015,West Dunbartonshire,All,Male,210,67.74194
4184,2015,West Dunbartonshire,All,Female,100,32.25806
4185,2016,West Dunbartonshire,All,Male,187,64.26117
4186,2016,West Dunbartonshire,All,Female,104,35.73883
4187,2017,West Dunbartonshire,All,Male,182,67.15867
4188,2017,West Dunbartonshire,All,Female,89,32.84133
4189,2019,West Dunbartonshire,All,Male,210,66.24606
4190,2019,West Dunbartonshire,All,Female,107,33.75394
4191,2006,Dundee City,All,Male,393,69.06854
4192,2006,Dundee City,All,Female,176,30.93146
4193,2007,Dundee City,All,Male,511,67.59259
4194,2007,Dundee City,All,Female,245,32.40741
4195,2008,Dundee City,All,Male,557,62.86682
4196,2008,Dundee City,All,Female,329,37.13318
4197,2009,Dundee City,All,Male,460,67.34993
4198,2009,Dundee City,All,Female,223,32.65007
4199,2010,Dundee City,All,Male,314,66.80851
4200,2010,Dundee City,All,Female,156,33.19149
4201,2011,Dundee City,All,Male,235,59.34343
4202,2011,Dundee City,All,Female,161,40.65657
4203,2012,Dundee City,All,Male,308,59.34489
4204,2012,Dundee City,All,Female,211,40.65511
4205,2013,Dundee City,All,Male,NA,NA
4206,2013,Dundee City,All,Female,NA,NA
4207,2014,Dundee City,All,Male,314,65.96639
4208,2014,Dundee City,All,Female,162,34.03361
4209,2015,Dundee City,All,Male,235,63.00268
4210,2015,Dundee City,All,Female,138,36.99732
4211,2016,Dundee City,All,Male,184,57.5
4212,2016,Dundee City,All,Female,136,42.5
4213,2017,Dundee City,All,Male,221,61.38889
4214,2017,Dundee City,All,Female,139,38.61111
4215,2019,Dundee City,All,Male,206,67.9868
4216,2019,Dundee City,All,Female,97,32.0132
4217,2006,City of Edinburgh,All,Male,763,67.64184
4218,2006,City of Edinburgh,All,Female,365,32.35816
4219,2007,City of Edinburgh,All,Male,871,66.59021
4220,2007,City of Edinburgh,All,Female,437,33.40979
4221,2008,City of Edinburgh,All,Male,991,68.81944
4222,2008,City of Edinburgh,All,Female,449,31.18056
4223,2009,City of Edinburgh,All,Male,775,71.03575
4224,2009,City of Edinburgh,All,Female,316,28.96425
4225,2010,City of Edinburgh,All,Male,866,72.34754
4226,2010,City of Edinburgh,All,Female,331,27.65246
4227,2011,City of Edinburgh,All,Male,846,72.1843
4228,2011,City of Edinburgh,All,Female,326,27.8157
4229,2012,City of Edinburgh,All,Male,648,67.9958
4230,2012,City of Edinburgh,All,Female,305,32.0042
4231,2013,City of Edinburgh,All,Male,833,71.62511
4232,2013,City of Edinburgh,All,Female,330,28.37489
4233,2014,City of Edinburgh,All,Male,832,71.17194
4234,2014,City of Edinburgh,All,Female,337,28.82806
4235,2015,City of Edinburgh,All,Male,922,73.1746
4236,2015,City of Edinburgh,All,Female,338,26.8254
4237,2016,City of Edinburgh,All,Male,1086,73.87755
4238,2016,City of Edinburgh,All,Female,384,26.12245
4239,2017,City of Edinburgh,All,Male,930,75.24272
4240,2017,City of Edinburgh,All,Female,306,24.75728
4241,2019,City of Edinburgh,All,Male,902,73.93443
4242,2019,City of Edinburgh,All,Female,318,26.06557
4243,2006,Na h-Eileanan Siar,All,Male,21,75
4244,2006,Na h-Eileanan Siar,All,Female,7,25
4245,2007,Na h-Eileanan Siar,All,Male,28,77.77778
4246,2007,Na h-Eileanan Siar,All,Female,8,22.22222
4247,2008,Na h-Eileanan Siar,All,Male,23,79.31034
4248,2008,Na h-Eileanan Siar,All,Female,6,20.68966
4249,2009,Na h-Eileanan Siar,All,Male,NA,NA
4250,2009,Na h-Eileanan Siar,All,Female,NA,NA
4251,2010,Na h-Eileanan Siar,All,Male,24,72.72727
4252,2010,Na h-Eileanan Siar,All,Female,9,27.27273
4253,2011,Na h-Eileanan Siar,All,Male,32,84.21053
4254,2011,Na h-Eileanan Siar,All,Female,6,15.78947
4255,2012,Na h-Eileanan Siar,All,Male,22,78.57143
4256,2012,Na h-Eileanan Siar,All,Female,6,21.42857
4257,2013,Na h-Eileanan Siar,All,Male,NA,NA
4258,2013,Na h-Eileanan Siar,All,Female,NA,NA
4259,2014,Na h-Eileanan Siar,All,Male,19,79.16667
4260,2014,Na h-Eileanan Siar,All,Female,5,20.83333
4261,2015,Na h-Eileanan Siar,All,Male,23,82.14286
4262,2015,Na h-Eileanan Siar,All,Female,5,17.85714
4263,2016,Na h-Eileanan Siar,All,Male,27,79.41176
4264,2016,Na h-Eileanan Siar,All,Female,7,20.58824
4265,2017,Na h-Eileanan Siar,All,Male,11,57.89474
4266,2017,Na h-Eileanan Siar,All,Female,8,42.10526
4267,2019,Na h-Eileanan Siar,All,Male,NA,NA
4268,2019,Na h-Eileanan Siar,All,Female,NA,NA
4269,2006,Falkirk,All,Male,223,71.47436
4270,2006,Falkirk,All,Female,89,28.52564
4271,2007,Falkirk,All,Male,195,71.95572
4272,2007,Falkirk,All,Female,76,28.04428
4273,2008,Falkirk,All,Male,211,71.52542
4274,2008,Falkirk,All,Female,84,28.47458
4275,2009,Falkirk,All,Male,179,68.06084
4276,2009,Falkirk,All,Female,84,31.93916
4277,2010,Falkirk,All,Male,201,73.62637
4278,2010,Falkirk,All,Female,72,26.37363
4279,2011,Falkirk,All,Male,202,73.45455
4280,2011,Falkirk,All,Female,73,26.54545
4281,2012,Falkirk,All,Male,183,64.43662
4282,2012,Falkirk,All,Female,101,35.56338
4283,2013,Falkirk,All,Male,275,72.9443
4284,2013,Falkirk,All,Female,102,27.0557
4285,2014,Falkirk,All,Male,280,68.29268
4286,2014,Falkirk,All,Female,130,31.70732
4287,2015,Falkirk,All,Male,238,72.78287
4288,2015,Falkirk,All,Female,89,27.21713
4289,2016,Falkirk,All,Male,229,77.10438
4290,2016,Falkirk,All,Female,68,22.89562
4291,2017,Falkirk,All,Male,251,67.83784
4292,2017,Falkirk,All,Female,119,32.16216
4293,2019,Falkirk,All,Male,278,73.35092
4294,2019,Falkirk,All,Female,101,26.64908
4295,2006,Fife,All,Male,837,65.59561
4296,2006,Fife,All,Female,439,34.40439
4297,2007,Fife,All,Male,1243,66.18743
4298,2007,Fife,All,Female,635,33.81257
4299,2008,Fife,All,Male,653,69.02748
4300,2008,Fife,All,Female,293,30.97252
4301,2009,Fife,All,Male,619,67.20955
4302,2009,Fife,All,Female,302,32.79045
4303,2010,Fife,All,Male,697,67.01923
4304,2010,Fife,All,Female,343,32.98077
4305,2011,Fife,All,Male,632,67.16259
4306,2011,Fife,All,Female,309,32.83741
4307,2012,Fife,All,Male,715,69.08213
4308,2012,Fife,All,Female,320,30.91787
4309,2013,Fife,All,Male,755,66.81416
4310,2013,Fife,All,Female,375,33.18584
4311,2014,Fife,All,Male,769,67.7533
4312,2014,Fife,All,Female,366,32.2467
4313,2015,Fife,All,Male,815,68.14381
4314,2015,Fife,All,Female,381,31.85619
4315,2016,Fife,All,Male,653,72.23451
4316,2016,Fife,All,Female,251,27.76549
4317,2017,Fife,All,Male,719,72.334
4318,2017,Fife,All,Female,275,27.666
4319,2019,Fife,All,Male,630,69.15477
4320,2019,Fife,All,Female,281,30.84523
4321,2006,Glasgow City,All,Male,1549,71.87935
4322,2006,Glasgow City,All,Female,606,28.12065
4323,2007,Glasgow City,All,Male,1359,71.79081
4324,2007,Glasgow City,All,Female,534,28.20919
4325,2008,Glasgow City,All,Male,1203,70.43326
4326,2008,Glasgow City,All,Female,505,29.56674
4327,2009,Glasgow City,All,Male,964,71.03906
4328,2009,Glasgow City,All,Female,393,28.96094
4329,2010,Glasgow City,All,Male,1079,73.75256
4330,2010,Glasgow City,All,Female,384,26.24744
4331,2011,Glasgow City,All,Male,1231,71.27968
4332,2011,Glasgow City,All,Female,496,28.72032
4333,2012,Glasgow City,All,Male,1496,70.66604
4334,2012,Glasgow City,All,Female,621,29.33396
4335,2013,Glasgow City,All,Male,NA,NA
4336,2013,Glasgow City,All,Female,NA,NA
4337,2014,Glasgow City,All,Male,1420,71.46452
4338,2014,Glasgow City,All,Female,567,28.53548
4339,2015,Glasgow City,All,Male,1154,71.32262
4340,2015,Glasgow City,All,Female,464,28.67738
4341,2016,Glasgow City,All,Male,1253,72.46964
4342,2016,Glasgow City,All,Female,476,27.53036
4343,2017,Glasgow City,All,Male,1088,68.8172
4344,2017,Glasgow City,All,Female,493,31.1828
4345,2019,Glasgow City,All,Male,940,71.37434
4346,2019,Glasgow City,All,Female,377,28.62566
4347,2006,Highlands,All,Male,497,75.18911
4348,2006,Highlands,All,Female,164,24.81089
4349,2007,Highlands,All,Male,269,71.35279
4350,2007,Highlands,All,Female,108,28.64721
4351,2008,Highlands,All,Male,152,70.04608
4352,2008,Highlands,All,Female,65,29.95392
4353,2009,Highlands,All,Male,186,72.09302
4354,2009,Highlands,All,Female,72,27.90698
4355,2010,Highlands,All,Male,191,78.60082
4356,2010,Highlands,All,Female,52,21.39918
4357,2011,Highlands,All,Male,220,78.01418
4358,2011,Highlands,All,Female,62,21.98582
4359,2012,Highlands,All,Male,205,74.00722
4360,2012,Highlands,All,Female,72,25.99278
4361,2013,Highlands,All,Male,151,74.38424
4362,2013,Highlands,All,Female,52,25.61576
4363,2014,Highlands,All,Male,191,72.90076
4364,2014,Highlands,All,Female,71,27.099240000000002
4365,2015,Highlands,All,Male,129,71.27072
4366,2015,Highlands,All,Female,52,28.72928
4367,2016,Highlands,All,Male,148,72.54902
4368,2016,Highlands,All,Female,56,27.45098
4369,2017,Highlands,All,Male,110,65.47619
4370,2017,Highlands,All,Female,58,34.52381
4371,2019,Highlands,All,Male,131,74.0113
4372,2019,Highlands,All,Female,46,25.9887
4373,2006,Inverclyde,All,Male,221,69.279
4374,2006,Inverclyde,All,Female,98,30.721
4375,2007,Inverclyde,All,Male,187,67.26619
4376,2007,Inverclyde,All,Female,91,32.73381
4377,2008,Inverclyde,All,Male,222,68.30769
4378,2008,Inverclyde,All,Female,103,31.69231
4379,2009,Inverclyde,All,Male,175,71.13821
4380,2009,Inverclyde,All,Female,71,28.86179
4381,2010,Inverclyde,All,Male,172,74.13793
4382,2010,Inverclyde,All,Female,60,25.86207
4383,2011,Inverclyde,All,Male,178,72.65306
4384,2011,Inverclyde,All,Female,67,27.34694
4385,2012,Inverclyde,All,Male,156,71.23288
4386,2012,Inverclyde,All,Female,63,28.76712
4387,2013,Inverclyde,All,Male,142,68.59903
4388,2013,Inverclyde,All,Female,65,31.40097
4389,2014,Inverclyde,All,Male,153,79.6875
4390,2014,Inverclyde,All,Female,39,20.3125
4391,2015,Inverclyde,All,Male,134,75.70621
4392,2015,Inverclyde,All,Female,43,24.29379
4393,2016,Inverclyde,All,Male,126,80.25478
4394,2016,Inverclyde,All,Female,31,19.74522
4395,2017,Inverclyde,All,Male,111,68.9441
4396,2017,Inverclyde,All,Female,50,31.0559
4397,2019,Inverclyde,All,Male,125,74.8503
4398,2019,Inverclyde,All,Female,42,25.1497
4399,2006,North Lanarkshire,All,Male,245,72.48521
4400,2006,North Lanarkshire,All,Female,93,27.51479
4401,2007,North Lanarkshire,All,Male,352,78.57143
4402,2007,North Lanarkshire,All,Female,96,21.42857
4403,2008,North Lanarkshire,All,Male,304,76.57431
4404,2008,North Lanarkshire,All,Female,93,23.42569
4405,2009,North Lanarkshire,All,Male,463,70.90352
4406,2009,North Lanarkshire,All,Female,190,29.09648
4407,2010,North Lanarkshire,All,Male,596,73.03922
4408,2010,North Lanarkshire,All,Female,220,26.96078
4409,2011,North Lanarkshire,All,Male,555,76.34113
4410,2011,North Lanarkshire,All,Female,172,23.65887
4411,2012,North Lanarkshire,All,Male,584,74.20584
4412,2012,North Lanarkshire,All,Female,203,25.79416
4413,2013,North Lanarkshire,All,Male,679,76.98413
4414,2013,North Lanarkshire,All,Female,203,23.01587
4415,2014,North Lanarkshire,All,Male,633,77.38386
4416,2014,North Lanarkshire,All,Female,185,22.61614
4417,2015,North Lanarkshire,All,Male,663,76.55889
4418,2015,North Lanarkshire,All,Female,203,23.44111
4419,2016,North Lanarkshire,All,Male,683,76.74157
4420,2016,North Lanarkshire,All,Female,207,23.25843
4421,2017,North Lanarkshire,All,Male,682,76.8018
4422,2017,North Lanarkshire,All,Female,206,23.1982
4423,2019,North Lanarkshire,All,Male,668,76.34286
4424,2019,North Lanarkshire,All,Female,207,23.65714
4425,2006,South Lanarkshire,All,Male,288,72
4426,2006,South Lanarkshire,All,Female,112,28
4427,2007,South Lanarkshire,All,Male,343,71.01449
4428,2007,South Lanarkshire,All,Female,140,28.98551
4429,2008,South Lanarkshire,All,Male,325,70.65217
4430,2008,South Lanarkshire,All,Female,135,29.34783
4431,2009,South Lanarkshire,All,Male,388,70.28986
4432,2009,South Lanarkshire,All,Female,164,29.71014
4433,2010,South Lanarkshire,All,Male,262,70.24129
4434,2010,South Lanarkshire,All,Female,111,29.75871
4435,2011,South Lanarkshire,All,Male,272,73.71274
4436,2011,South Lanarkshire,All,Female,97,26.28726
4437,2012,South Lanarkshire,All,Male,280,71.79487
4438,2012,South Lanarkshire,All,Female,110,28.20513
4439,2013,South Lanarkshire,All,Male,368,73.16103
4440,2013,South Lanarkshire,All,Female,135,26.83897
4441,2014,South Lanarkshire,All,Male,350,74.62687
4442,2014,South Lanarkshire,All,Female,119,25.37313
4443,2015,South Lanarkshire,All,Male,588,75.09579
4444,2015,South Lanarkshire,All,Female,195,24.90421
4445,2016,South Lanarkshire,All,Male,511,73.84393
4446,2016,South Lanarkshire,All,Female,181,26.15607
4447,2017,South Lanarkshire,All,Male,425,78.84972
4448,2017,South Lanarkshire,All,Female,114,21.15028
4449,2019,South Lanarkshire,All,Male,426,74.73684
4450,2019,South Lanarkshire,All,Female,144,25.26316
4451,2006,East lothian,All,Male,190,71.9697
4452,2006,East lothian,All,Female,74,28.0303
4453,2007,East lothian,All,Male,161,69.69697
4454,2007,East lothian,All,Female,70,30.30303
4455,2008,East lothian,All,Male,143,71.8593
4456,2008,East lothian,All,Female,56,28.1407
4457,2009,East lothian,All,Male,143,67.13615
4458,2009,East lothian,All,Female,70,32.86385
4459,2010,East lothian,All,Male,102,68.91892
4460,2010,East lothian,All,Female,46,31.08108
4461,2011,East lothian,All,Male,136,74.31694
4462,2011,East lothian,All,Female,47,25.68306
4463,2012,East lothian,All,Male,102,76.69173
4464,2012,East lothian,All,Female,31,23.30827
4465,2013,East lothian,All,Male,112,67.46988
4466,2013,East lothian,All,Female,54,32.53012
4467,2014,East lothian,All,Male,160,69.56522
4468,2014,East lothian,All,Female,70,30.43478
4469,2015,East lothian,All,Male,115,68.45238
4470,2015,East lothian,All,Female,53,31.54762
4471,2016,East lothian,All,Male,130,73.44633
4472,2016,East lothian,All,Female,47,26.55367
4473,2017,East lothian,All,Male,106,68.3871
4474,2017,East lothian,All,Female,49,31.6129
4475,2019,East lothian,All,Male,111,76.55172
4476,2019,East lothian,All,Female,34,23.44828
4477,2006,West Lothian,All,Male,374,73.91304
4478,2006,West Lothian,All,Female,132,26.08696
4479,2007,West Lothian,All,Male,387,71.66667
4480,2007,West Lothian,All,Female,153,28.33333
4481,2008,West Lothian,All,Male,347,68.17289
4482,2008,West Lothian,All,Female,162,31.82711
4483,2009,West Lothian,All,Male,324,67.08075
4484,2009,West Lothian,All,Female,159,32.91925
4485,2010,West Lothian,All,Male,307,70.90069
4486,2010,West Lothian,All,Female,126,29.09931
4487,2011,West Lothian,All,Male,269,70.60367
4488,2011,West Lothian,All,Female,112,29.39633
4489,2012,West Lothian,All,Male,286,63.9821
4490,2012,West Lothian,All,Female,161,36.0179
4491,2013,West Lothian,All,Male,350,67.04981
4492,2013,West Lothian,All,Female,172,32.95019
4493,2014,West Lothian,All,Male,406,69.28328
4494,2014,West Lothian,All,Female,180,30.71672
4495,2015,West Lothian,All,Male,409,75.74074
4496,2015,West Lothian,All,Female,131,24.25926
4497,2016,West Lothian,All,Male,355,70.85828
4498,2016,West Lothian,All,Female,146,29.14172
4499,2017,West Lothian,All,Male,342,76.51007
4500,2017,West Lothian,All,Female,105,23.48993
4501,2019,West Lothian,All,Male,347,77.28285
4502,2019,West Lothian,All,Female,102,22.71715
4503,2006,Midlothian,All,Male,110,61.79775
4504,2006,Midlothian,All,Female,68,38.20225
4505,2007,Midlothian,All,Male,91,71.65354
4506,2007,Midlothian,All,Female,36,28.34646
4507,2008,Midlothian,All,Male,89,61.80556
